"id","word","trans_word","type","createdAt","updatedAt"
4346,vn 0732 06,vn 0732 06,translate,2021-10-18 11:57:46.028 +0700,2021-10-18 11:57:46.028 +0700
4347,vn 0731 06,vn 0731 06,translate,2021-10-18 11:57:46.081 +0700,2021-10-18 11:57:46.081 +0700
4350,hộp to x 5 hộp nhỏ x 1lọ bé + 1 bơm tiêm đóng sẵn dung môi pha tiêm + 2 kim tiêm,big box x 5 small boxes x 1 vial + 1 pre-filled syringe with solvent for injection + 2 needles,translate,2021-10-18 11:57:49.612 +0700,2021-10-18 11:57:49.612 +0700
4351,vn 0921 06,vn 0921 06,translate,2021-10-18 11:57:52.115 +0700,2021-10-18 11:57:52.115 +0700
4352,hôp 10 ống 10ml,box of 10 tubes of 10ml,translate,2021-10-18 11:57:52.257 +0700,2021-10-18 11:57:52.257 +0700
4354,hộp chứa 1 vỉ x 10 viên,box contains 1 blister x 10 tablets,translate,2021-10-18 11:57:55.365 +0700,2021-10-18 11:57:55.365 +0700
4356,"750 mg 200 mg 100 mg","750 mg 200 mg 100 mg",translate,2021-10-18 11:57:59.207 +0700,2021-10-18 11:57:59.207 +0700
4357,hộp 1 lọ 50 lọ,box of 1 bottle of 50 bottles,translate,2021-10-18 11:58:02.510 +0700,2021-10-18 11:58:02.510 +0700
4358,hộp nhỏ 1 vỉ x 1 viên,small box 1 blister x 1 tablet,translate,2021-10-18 11:58:02.515 +0700,2021-10-18 11:58:02.515 +0700
706,viên nang cứng (tím hồng),hard capsule (purple pink),translate,2021-05-20 09:29:20.837 +0700,2021-05-20 09:29:20.837 +0700
858,dung dịch uống dạng giọt,droplet oral solution,translate,2021-05-20 13:33:17.246 +0700,2021-05-20 13:33:17.246 +0700
4205,"40g","40g",translate,2021-10-18 11:53:58.151 +0700,2021-10-18 11:53:58.151 +0700
4272,"7/2009 15 50/2012 15 2/2012 15","7/2009 15 50/2012 15 2/2012 15",translate,2021-10-18 11:55:45.742 +0700,2021-10-18 11:55:45.742 +0700
4283,hộp 10vỉ x 10viên,box of 10 blisters x 10 tablets,translate,2021-10-18 11:55:57.762 +0700,2021-10-18 11:55:57.762 +0700
4292,caffeine,caffeine,translate,2021-10-18 11:56:10.504 +0700,2021-10-18 11:56:10.504 +0700
4293,terpin hydrate,terpine hydrate,translate,2021-10-18 11:56:10.571 +0700,2021-10-18 11:56:10.571 +0700
4301,vn 9329 09,vn 9329 09,translate,2021-10-18 11:56:26.856 +0700,2021-10-18 11:56:26.856 +0700
4306,hộp 2 lọ (cartridge),box of 2 vials (cartridge),translate,2021-10-18 11:56:35.749 +0700,2021-10-18 11:56:35.749 +0700
4311,sodium acetate,sodium acetate,translate,2021-10-18 11:56:39.374 +0700,2021-10-18 11:56:39.374 +0700
4315,vn 7618 09,vn 7618 09,translate,2021-10-18 11:56:50.407 +0700,2021-10-18 11:56:50.407 +0700
4316,hộp 1 lọ thuốc + 1 ống 10 ml dung môi pha tiêm,box of 1 vial + 1 ampoule of 10 ml of solvent for injection,translate,2021-10-18 11:56:50.561 +0700,2021-10-18 11:56:50.561 +0700
4325,vn 5998 08,vn 5998 08,translate,2021-10-18 11:57:02.810 +0700,2021-10-18 11:57:02.810 +0700
4334,vn 7156 08,vn 7156 08,translate,2021-10-18 11:57:11.190 +0700,2021-10-18 11:57:11.190 +0700
4343,streptodorn,streptodorn,translate,2021-10-18 11:57:30.973 +0700,2021-10-18 11:57:30.973 +0700
4355,vn 17091 13,vn 17091 13,translate,2021-10-18 11:57:59.201 +0700,2021-10-18 11:57:59.201 +0700
4359,vn 1058 06,vn 1058 06,translate,2021-10-18 11:58:04.713 +0700,2021-10-18 11:58:04.713 +0700
4376,chai 60 viên,bottle of 60 tablets,translate,2021-10-18 11:58:45.423 +0700,2021-10-18 11:58:45.423 +0700
4380,kñp b×a 1 vỉ xð 4 viên,knp b×a 1 blister x 4 tablets,translate,2021-10-18 11:58:49.783 +0700,2021-10-18 11:58:49.783 +0700
4404,vn 7196 08,vn 7196 08,translate,2021-10-18 11:59:42.232 +0700,2021-10-18 11:59:42.232 +0700
4412,vn 5642 10,vn 5642 10,translate,2021-10-18 11:59:53.627 +0700,2021-10-18 11:59:53.627 +0700
4415,hộp to x 5 hộp nhỏ x 1lọ bột + 1,big box x 5 small boxes x 1 powder bottle + 1,translate,2021-10-18 11:59:58.632 +0700,2021-10-18 11:59:58.632 +0700
4416,hộp 10 v? x 10 viên,"10v box? x 10 tablets",translate,2021-10-18 11:59:58.677 +0700,2021-10-18 11:59:58.677 +0700
4417,hộp 1 vỉ x 20viên,box of 1 blister x 20 tablets,translate,2021-10-18 11:59:58.729 +0700,2021-10-18 11:59:58.729 +0700
4419,hộp to x 10 hộp nhỏ x 1 lọ 20ml,big box x 10 small boxes x 1 bottle of 20ml,translate,2021-10-18 12:00:02.200 +0700,2021-10-18 12:00:02.200 +0700
4425,chlopheniramin maleate,chlopheniramin maleate,translate,2021-10-18 12:00:16.938 +0700,2021-10-18 12:00:16.938 +0700
4427,vn 5454 10,vn 5454 10,translate,2021-10-18 12:00:16.958 +0700,2021-10-18 12:00:16.958 +0700
4452,vn 0905 06,vn 0905 06,translate,2021-10-18 12:00:55.812 +0700,2021-10-18 12:00:55.812 +0700
4453,hộp 25 chai x 50ml,box of 25 bottles x 50ml,translate,2021-10-18 12:00:55.913 +0700,2021-10-18 12:00:55.913 +0700
4461,túi 250ml,"250ml bag",translate,2021-10-18 12:01:09.123 +0700,2021-10-18 12:01:09.123 +0700
4465,vn 16561 13,vn 16561 13,translate,2021-10-18 12:01:12.954 +0700,2021-10-18 12:01:12.954 +0700
4466,hộp 1 lọ 1g,box of 1 bottle 1g,translate,2021-10-18 12:01:13.105 +0700,2021-10-18 12:01:13.105 +0700
4467,vn 13533 11,vn 13533 11,translate,2021-10-18 12:01:16.701 +0700,2021-10-18 12:01:16.701 +0700
4468,hộp 1 lọ hoặc 10 lọ,box of 1 vial or 10 jars,translate,2021-10-18 12:01:16.831 +0700,2021-10-18 12:01:16.831 +0700
4469,vn 12761 11,vn 12761 11,translate,2021-10-18 12:01:21.062 +0700,2021-10-18 12:01:21.062 +0700
4476,vn 14020 11,vn 14020 11,translate,2021-10-18 12:01:37.913 +0700,2021-10-18 12:01:37.913 +0700
4496,vn 16589 13,vn 16589 13,translate,2021-10-18 12:02:01.246 +0700,2021-10-18 12:02:01.246 +0700
4498,vn 3988 07,vn 3988 07,translate,2021-10-18 12:02:05.088 +0700,2021-10-18 12:02:05.088 +0700
4501,vn 5707 10,vn 5707 10,translate,2021-10-18 12:02:05.240 +0700,2021-10-18 12:02:05.240 +0700
6370,thuốc tiêm (dạng bột đông khô pha tiêm),injection (in the form of lyophilized powder for injection),translate,2021-10-20 11:01:10.562 +0700,2021-10-20 11:01:10.562 +0700
6372,dạng bột đông khô,freeze-dried powder,translate,2021-10-20 11:01:19.410 +0700,2021-10-20 11:01:19.410 +0700
6407,chai nhựa ppkb,ppkb plastic bottle,translate,2021-10-20 11:04:40.171 +0700,2021-10-20 11:04:40.171 +0700
6409,viên nén phóng thích chậm/ kéo dài,extended/slow release tablets,translate,2021-10-20 11:04:44.853 +0700,2021-10-20 11:04:44.853 +0700
6601,bình/lọ,vases,translate,2021-10-20 11:18:05.833 +0700,2021-10-20 11:18:05.833 +0700
7374,viên nén bao phim hộp 1 túi x 2 vỉ x 7 viên 1 túi x 3 vỉ x 7 viên hộp 1 túi x 4 vỉ x 7 viên uống,film coated tablets box 1 bag x 2 blisters x 7 tablets 1 bag x 3 blisters x 7 tablets box 1 bag x 4 blisters x 7 oral tablets,translate,2021-10-20 11:32:36.898 +0700,2021-10-20 11:32:36.898 +0700
7382,hộp 20 ống hộp 30 ống hộp 50 ống x 5ml dung dịch uống,box of 20 tubes box of 30 tubes box of 50 tubes x 5ml of oral solution,translate,2021-10-20 11:32:38.940 +0700,2021-10-20 11:32:38.940 +0700
7404,cốm pha hỗn dịch uống hộp 30 gói x 3g uống,granules mixed with oral suspension box of 30 packs x 3g drink,translate,2021-10-20 11:32:47.622 +0700,2021-10-20 11:32:47.622 +0700
7413,viên hòa tan nhanh hộp 4 vỉ vỉ 7 viên uống,quick dissolving tablets box of 4 blisters 7 tablets,translate,2021-10-20 11:32:51.387 +0700,2021-10-20 11:32:51.387 +0700
7419,hôp 3 vỉ 5 vỉ 10 vỉ x 10 viên uống,box of 3 blisters 5 blisters 10 blisters x 10 pills,translate,2021-10-20 11:32:53.434 +0700,2021-10-20 11:32:53.434 +0700
7434,hỗn dịch nhỏ mắt hộp 1 lọ đếm giọt 5ml nhỏ mắt,eye drop suspension box 1 bottle counting drops of 5ml eye drops,translate,2021-10-20 11:32:58.081 +0700,2021-10-20 11:32:58.081 +0700
7781,dung dịch/hỗn dịch/ nhũ dịch uống (dạng dung dịch uống),oral solution/suspension/emulsion (as oral solution),translate,2021-10-20 11:59:14.728 +0700,2021-10-20 11:59:14.728 +0700
7915,dung dịch tiêm pha truyền,solution for injection for infusion,translate,2021-10-20 12:27:08.237 +0700,2021-10-20 12:27:08.237 +0700
8038,viên nén (trắng xanh),tablets (blue white),translate,2021-10-20 13:01:03.645 +0700,2021-10-20 13:01:03.645 +0700
8165,hộp 1 tuýp 3 5g thuốc mỡ tra mắt tra mắt,box of 1 tube of 3 5g eye ointment,translate,2021-10-20 13:35:26.068 +0700,2021-10-20 13:35:26.068 +0700
8169,hộp 1 lọ thủy tinh 10ml dung dịch tiêm tiêm,box of 1 glass vial of 10ml solution for injection,translate,2021-10-20 13:35:29.019 +0700,2021-10-20 13:35:29.019 +0700
8305,fbusst,fbusst,translate,2021-10-20 14:01:20.813 +0700,2021-10-20 14:01:20.813 +0700
8309,hộp 10vỉ x 10viên viên nang uống,box of 10 blisters x 10 oral capsules,translate,2021-10-20 14:02:19.202 +0700,2021-10-20 14:02:19.202 +0700
8441,thuốc tiêm/thuốc tiêm đóng sẵn trong dụng cụ tiêm,injection/injection pre-packed in an injection device,translate,2021-10-20 14:24:11.447 +0700,2021-10-20 14:24:11.447 +0700
8562,chai # 120 liều,bottle # 120 doses,translate,2021-10-20 14:52:34.594 +0700,2021-10-20 14:52:34.594 +0700
8582,dung dịch/ hỗ dịch/ nhũ dịch uống,oral solution / suspension / emulsion,translate,2021-10-20 14:54:16.278 +0700,2021-10-20 14:54:16.278 +0700
8719,hộp 1 tuýp 15g kem bôi ngoài da dùng ngoài,box of 1 tube of 15g topical cream for external use,translate,2021-10-20 15:21:57.978 +0700,2021-10-20 15:21:57.978 +0700
8813,hộp chứa 5 ống x 20ml nhũ tương tiêm hoặc truyền tĩnh mạch tiêm hoặc truyền tĩnh mạch (iv),box containing 5 ampoules x 20ml emulsion for injection or intravenous infusion for injection or intravenous infusion (iv),translate,2021-10-20 15:55:15.832 +0700,2021-10-20 15:55:15.832 +0700
8967,chai nhựa 250ml dung dịch tiêm truyền tiêm truyền tĩnh mạch,"250ml plastic bottle of solution for intravenous infusion",translate,2021-10-20 17:19:02.419 +0700,2021-10-20 17:19:02.419 +0700
8973,thùng 100 gói x 27 9g thuốc bột uống,box of 100 packs x 27 9g of oral powder,translate,2021-10-20 17:19:04.636 +0700,2021-10-20 17:19:04.636 +0700
707,viên nang cứng (trắng bạc hồng tím),hard capsule (white silver pink purple),translate,2021-05-20 09:29:41.980 +0700,2021-05-20 09:29:41.980 +0700
859,dung dịch xông mũi họng,nasopharyngeal solution,translate,2021-05-20 13:37:33.891 +0700,2021-05-20 13:37:33.891 +0700
4207,hộp 1 lọ x 50ml hoặc 100ml,box of 1 vial x 50ml or 100ml,translate,2021-10-18 11:53:58.288 +0700,2021-10-18 11:53:58.288 +0700
4212,vn 9647 05,vn 9647 05,translate,2021-10-18 11:54:09.499 +0700,2021-10-18 11:54:09.499 +0700
4247,magnesium aluminosilicate (100mg),magnesium aluminosilicate (100mg),translate,2021-10-18 11:55:21.496 +0700,2021-10-18 11:55:21.496 +0700
4360,vn 13202 11,vn 13202 11,translate,2021-10-18 11:58:08.534 +0700,2021-10-18 11:58:08.534 +0700
4362,vn 2912 07,vn 2912 07,translate,2021-10-18 11:58:15.377 +0700,2021-10-18 11:58:15.377 +0700
4364,vn1 689 12,vn1 689 12,translate,2021-10-18 11:58:18.933 +0700,2021-10-18 11:58:18.933 +0700
4366,vn1 688 12,vn1 688 12,translate,2021-10-18 11:58:22.920 +0700,2021-10-18 11:58:22.920 +0700
4367,hộp 2 vỉ alu/alu x 10 viên,box of 2 blisters alu/alu x 10 tablets,translate,2021-10-18 11:58:22.993 +0700,2021-10-18 11:58:22.993 +0700
4369,vn 16108 13,vn 16108 13,translate,2021-10-18 11:58:31.365 +0700,2021-10-18 11:58:31.365 +0700
4371,"2ml/ống x 10 ống/hộp 2ml/ống x 100 ống/hộp","2ml/tube x 10 tubes/box 2ml/tube x 100 tubes/box",translate,2021-10-18 11:58:35.404 +0700,2021-10-18 11:58:35.404 +0700
4375,dexamethasone 1mg/ml,dexamethasone 1mg/ml,translate,2021-10-18 11:58:45.367 +0700,2021-10-18 11:58:45.367 +0700
4377,vn 4307 07,vn 4307 07,translate,2021-10-18 11:58:45.440 +0700,2021-10-18 11:58:45.440 +0700
4378,hộp 1 vỉ x 6viên,box of 1 blister x 6 tablets,translate,2021-10-18 11:58:45.548 +0700,2021-10-18 11:58:45.548 +0700
4379,"500mg metronidazole 65 000ui neomycin sulfate 10","500mg metronidazole 65 000ui neomycin sulfate 10",translate,2021-10-18 11:58:49.703 +0700,2021-10-18 11:58:49.703 +0700
4381,hộp 1lọ 250iu và 1 lọ dung môi đi kèm,box of 1 bottle of 250iu and 1 bottle of solvent included,translate,2021-10-18 11:58:49.795 +0700,2021-10-18 11:58:49.795 +0700
4383,hộp nhỏ 2 vỉ x6 viên,small box of 2 blisters x6 tablets,translate,2021-10-18 11:58:53.348 +0700,2021-10-18 11:58:53.348 +0700
4384,"500mg 100mg 150 triệu bào tử","500mg 100mg 150 million spores",translate,2021-10-18 11:58:57.180 +0700,2021-10-18 11:58:57.180 +0700
4385,"500mg 100mg 150 triöu bµo tö","500mg 100mg 150 million bones",translate,2021-10-18 11:58:57.243 +0700,2021-10-18 11:58:57.243 +0700
4386,vn 16405 13,vn 16405 13,translate,2021-10-18 11:59:01.156 +0700,2021-10-18 11:59:01.156 +0700
4387,vn 3670 07,vn 3670 07,translate,2021-10-18 11:59:14.234 +0700,2021-10-18 11:59:14.234 +0700
4389,vn 5430 08,vn 5430 08,translate,2021-10-18 11:59:17.190 +0700,2021-10-18 11:59:17.190 +0700
4391,vn 8755 04,vn 8755 04,translate,2021-10-18 11:59:21.378 +0700,2021-10-18 11:59:21.378 +0700
4394,vn 14332 11,vn 14332 11,translate,2021-10-18 11:59:25.718 +0700,2021-10-18 11:59:25.718 +0700
4398,vn 5214 10,vn 5214 10,translate,2021-10-18 11:59:38.300 +0700,2021-10-18 11:59:38.300 +0700
4399,vn 0553 06,vn 0553 06,translate,2021-10-18 11:59:38.358 +0700,2021-10-18 11:59:38.358 +0700
4402,vn 12458 11,vn 12458 11,translate,2021-10-18 11:59:42.164 +0700,2021-10-18 11:59:42.164 +0700
4403,vn 13650 11,vn 13650 11,translate,2021-10-18 11:59:42.180 +0700,2021-10-18 11:59:42.180 +0700
4408,vn 5089 10,vn 5089 10,translate,2021-10-18 11:59:46.314 +0700,2021-10-18 11:59:46.314 +0700
4410,vn 0670 06,vn 0670 06,translate,2021-10-18 11:59:53.618 +0700,2021-10-18 11:59:53.618 +0700
4411,vn 2876 07,vn 2876 07,translate,2021-10-18 11:59:53.626 +0700,2021-10-18 11:59:53.626 +0700
4414,vn 15897 12,vn 15897 12,translate,2021-10-18 11:59:58.616 +0700,2021-10-18 11:59:58.616 +0700
4418,vn 1302 06,vn 1302 06,translate,2021-10-18 12:00:02.195 +0700,2021-10-18 12:00:02.195 +0700
4420,hộp 5 ống x 2ml,box of 5 tubes x 2ml,translate,2021-10-18 12:00:02.201 +0700,2021-10-18 12:00:02.201 +0700
4421,vn 10157 10,vn 10157 10,translate,2021-10-18 12:00:05.882 +0700,2021-10-18 12:00:05.882 +0700
4422,vn 3154 07,vn 3154 07,translate,2021-10-18 12:00:05.882 +0700,2021-10-18 12:00:05.882 +0700
4423,vn 8047 09,vn 8047 09,translate,2021-10-18 12:00:09.646 +0700,2021-10-18 12:00:09.646 +0700
4424,vn 3021 07,vn 3021 07,translate,2021-10-18 12:00:09.651 +0700,2021-10-18 12:00:09.651 +0700
4426,vn 7764 09,vn 7764 09,translate,2021-10-18 12:00:16.951 +0700,2021-10-18 12:00:16.951 +0700
4429,vn 11850 11,vn 11850 11,translate,2021-10-18 12:00:17.052 +0700,2021-10-18 12:00:17.052 +0700
4430,vn 1652 06,vn 1652 06,translate,2021-10-18 12:00:21.292 +0700,2021-10-18 12:00:21.292 +0700
4431,ceftriaxone 1000mg,ceftriaxone 1000mg,translate,2021-10-18 12:00:29.746 +0700,2021-10-18 12:00:29.746 +0700
4432,vn 9025 09,vn 9025 09,translate,2021-10-18 12:00:29.765 +0700,2021-10-18 12:00:29.765 +0700
4433,vn 9229 09,vn 9229 09,translate,2021-10-18 12:00:33.383 +0700,2021-10-18 12:00:33.383 +0700
4434,vn 4462 07,vn 4462 07,translate,2021-10-18 12:00:33.389 +0700,2021-10-18 12:00:33.389 +0700
4436,hộp 4 lọ,box of 4 bottles,translate,2021-10-18 12:00:33.485 +0700,2021-10-18 12:00:33.485 +0700
4440,hộp 20gói x 15ml,box of 20 packs x 15ml,translate,2021-10-18 12:00:44.741 +0700,2021-10-18 12:00:44.741 +0700
4441,chai 25 viên,bottle of 25 tablets,translate,2021-10-18 12:00:44.784 +0700,2021-10-18 12:00:44.784 +0700
4442,hộp 5 lọ 10ml,box of 5 bottles of 10ml,translate,2021-10-18 12:00:44.788 +0700,2021-10-18 12:00:44.788 +0700
4444,vn 4036 07,vn 4036 07,translate,2021-10-18 12:00:47.750 +0700,2021-10-18 12:00:47.750 +0700
4445,vn 3473 07,vn 3473 07,translate,2021-10-18 12:00:47.752 +0700,2021-10-18 12:00:47.752 +0700
4446,"100mg/ml 50mg/ml 9mg/ml","100mg/ml 50mg/ml 9mg/ml",translate,2021-10-18 12:00:51.775 +0700,2021-10-18 12:00:51.775 +0700
4447,vn 6938 08,vn 6938 08,translate,2021-10-18 12:00:51.831 +0700,2021-10-18 12:00:51.831 +0700
4448,vn 14459 12,vn 14459 12,translate,2021-10-18 12:00:51.839 +0700,2021-10-18 12:00:51.839 +0700
4449,vn 17298 13,vn 17298 13,translate,2021-10-18 12:00:51.839 +0700,2021-10-18 12:00:51.839 +0700
4450,hộp 1 lọ và 10 lọ,box of 1 vial and 10 vials,translate,2021-10-18 12:00:51.935 +0700,2021-10-18 12:00:51.935 +0700
4451,hộp 1 ống bột đông khô pha tiêm + 1ống dung môi pha tiêm 1ml,box of 1 tube of lyophilized powder for injection + 1 tube of solvent for injection 1ml,translate,2021-10-18 12:00:51.996 +0700,2021-10-18 12:00:51.996 +0700
4454,"1 189g acid citric khan 1 73g 1 845g","1 189g acid citric khan 1 73g 1 845g",translate,2021-10-18 12:01:00.435 +0700,2021-10-18 12:01:00.435 +0700
4455,glibenclamid 5mg,glibenclamid 5mg,translate,2021-10-18 12:01:00.442 +0700,2021-10-18 12:01:00.442 +0700
4456,vn 6764 08,vn 6764 08,translate,2021-10-18 12:01:04.632 +0700,2021-10-18 12:01:04.632 +0700
4457,vn 9102 09,vn 9102 09,translate,2021-10-18 12:01:04.681 +0700,2021-10-18 12:01:04.681 +0700
4458,hộp 1 chai 250ml hộp 1 chai 500ml,box of 1 bottle of 250ml box of 1 bottle of 500ml,translate,2021-10-18 12:01:04.688 +0700,2021-10-18 12:01:04.688 +0700
4459,hộp 1 lọ nhựa mµu n©u 125ml hoặc 300ml,box of 1 plastic bottle sample 125ml or 300ml,translate,2021-10-18 12:01:04.794 +0700,2021-10-18 12:01:04.794 +0700
4460,vn 17061 13,vn 17061 13,translate,2021-10-18 12:01:09.072 +0700,2021-10-18 12:01:09.072 +0700
4462,vn 16281 13,vn 16281 13,translate,2021-10-18 12:01:12.903 +0700,2021-10-18 12:01:12.903 +0700
4463,vn 12007 11,vn 12007 11,translate,2021-10-18 12:01:12.946 +0700,2021-10-18 12:01:12.946 +0700
4464,vn 12818 11,vn 12818 11,translate,2021-10-18 12:01:12.953 +0700,2021-10-18 12:01:12.953 +0700
4470,vn 9362 05,vn 9362 05,translate,2021-10-18 12:01:21.063 +0700,2021-10-18 12:01:21.063 +0700
4471,vn 4846 07,vn 4846 07,translate,2021-10-18 12:01:21.112 +0700,2021-10-18 12:01:21.112 +0700
4472,vn 10356 05,vn 10356 05,translate,2021-10-18 12:01:25.308 +0700,2021-10-18 12:01:25.308 +0700
4473,vn 12708 11,vn 12708 11,translate,2021-10-18 12:01:29.183 +0700,2021-10-18 12:01:29.183 +0700
4474,tuýp 10g,"10g tube",translate,2021-10-18 12:01:34.085 +0700,2021-10-18 12:01:34.085 +0700
4475,vn 0266 06,vn 0266 06,translate,2021-10-18 12:01:37.808 +0700,2021-10-18 12:01:37.808 +0700
4477,vn 0267 06,vn 0267 06,translate,2021-10-18 12:01:42.355 +0700,2021-10-18 12:01:42.355 +0700
4478,hộp 50 ống 3ml,box of 50 tubes of 3ml,translate,2021-10-18 12:01:42.397 +0700,2021-10-18 12:01:42.397 +0700
4484,hộp 01 lọ 20ml,box of 01 bottle of 20ml,translate,2021-10-18 12:01:46.338 +0700,2021-10-18 12:01:46.338 +0700
4486,vn 16445 13,vn 16445 13,translate,2021-10-18 12:01:49.918 +0700,2021-10-18 12:01:49.918 +0700
4487,vn2 26 13,vn2 26 13,translate,2021-10-18 12:01:53.504 +0700,2021-10-18 12:01:53.504 +0700
4488,vn2 25 13,vn2 25 13,translate,2021-10-18 12:01:53.506 +0700,2021-10-18 12:01:53.506 +0700
4489,vn 8150 04,vn 8150 04,translate,2021-10-18 12:01:53.534 +0700,2021-10-18 12:01:53.534 +0700
4490,vn 8151 04,vn 8151 04,translate,2021-10-18 12:01:53.535 +0700,2021-10-18 12:01:53.535 +0700
4491,vn 8149 04,vn 8149 04,translate,2021-10-18 12:01:53.539 +0700,2021-10-18 12:01:53.539 +0700
708,nước súc miệng,mouthwash,translate,2021-05-20 09:30:48.789 +0700,2021-05-20 09:30:48.789 +0700
860,viên nang cứng (trắng vàng),hard capsule (yellowish white),translate,2021-05-20 13:38:17.339 +0700,2021-05-20 13:38:17.339 +0700
4208,prilocain 25mg,prilocain 25mg,translate,2021-10-18 11:54:01.911 +0700,2021-10-18 11:54:01.911 +0700
4211,vn 12377 11,vn 12377 11,translate,2021-10-18 11:54:05.930 +0700,2021-10-18 11:54:05.930 +0700
4217,vn 16835 13,vn 16835 13,translate,2021-10-18 11:54:25.427 +0700,2021-10-18 11:54:25.427 +0700
4257,hộp 1 chai để pha 70ml,box of 1 bottle to make 70ml,translate,2021-10-18 11:55:25.619 +0700,2021-10-18 11:55:25.619 +0700
4262,hộp 1 chai thủy tinh kh«ng mµu 100ml,box of 1 glass bottle without sample 100ml,translate,2021-10-18 11:55:29.302 +0700,2021-10-18 11:55:29.302 +0700
4288,"192mg 25mg 50mg","192mg 25mg 50mg",translate,2021-10-18 11:56:06.110 +0700,2021-10-18 11:56:06.110 +0700
